Combination,Q2_0A,Q2_1A,Q2_2A,Q2_3A,Q2_5A,Q2_8A,Q2_0B,Q2_1B,Q2_2B,Q2_3B,Q2_5B,Q2_8B,TR_Pro,Core_pro_design,1st_UAS,2nd_UAS,3rd_UAS,miu_Lib_0A,reads_sum_0A,miu_Lib_0B,reads_sum_0B,miu_Lib_1A,reads_sum_1A,miu_Lib_1B,reads_sum_1B,miu_Lib_2A,reads_sum_2A,miu_Lib_2B,reads_sum_2B,miu_Lib_3A,reads_sum_3A,miu_Lib_3B,reads_sum_3B,miu_Lib_5A,reads_sum_5A,miu_Lib_5B,reads_sum_5B,miu_Lib_8A,reads_sum_8A,miu_Lib_8B,reads_sum_8B,miu_Lib_0,miu_Lib_1,miu_Lib_2,miu_Lib_3,miu_Lib_5,miu_Lib_8
pULI1-N30_OP-UAS_BDE,243,316,290,241,175,205,299,351,124,123,109,310,pULI1,N30_OP,B,D,E,0.37429405272711014,7001,0.27006490239071523,7710,0.44077002352426403,8288,0.44431939403598775,8689,0.4731556023330619,6253,0.47557519000758663,5259,0.4583000604582121,4572,0.4568503819316868,6430,0.4548040127457501,4871,0.4555751904881839,5256,0.4755543637140141,3030,0.46354255348805296,5089,0.3221794775589127,0.44254470878012586,0.47436539617032425,0.4575752211949494,0.455189601616967,0.46954845860103356
pULI1-N30_OP-UAS_BEA,1690,1711,2457,2615,1101,821,1016,1319,2136,1979,1258,1529,pULI1,N30_OP,B,E,A,0.4362383209980988,48176,0.3701708582433676,45675,0.46678326881818055,54061,0.4679096700807273,48880,0.49223925578196376,39113,0.48934192749075955,32255,0.49400601106492975,35213,0.4827111537015537,41924,0.5113829625786876,30877,0.48225219111276585,32191,0.5070657129114168,21938,0.4948171704703834,29991,0.4032045896207332,0.4673464694494539,0.49079059163636163,0.4883585823832417,0.49681757684572675,0.5009414416909002
pULI1-N30_OP-UAS_BEC,5049,5085,7686,7702,3019,5922,4142,1206,8306,7457,3191,5773,pULI1,N30_OP,B,E,C,0.6428728919975268,377775,0.5721606553292772,349817,0.6841265498385037,423988,0.6866649664883765,418572,0.72266303262095,252722,0.7240504316873589,222445,0.7359555420060796,224910,0.6809055652085397,230455,0.7397422673021223,185768,0.6993218960033204,199435,0.7312937291699071,146161,0.729248599506385,192111,0.607516773663402,0.6853957581634401,0.7233567321541545,0.7084305536073097,0.7195320816527213,0.7302711643381461
pULI1-N30_OP-UAS_BED,1150,1378,1921,2298,1196,1607,828,163,702,1689,1108,1140,pULI1,N30_OP,B,E,D,0.41619720761189355,35780,0.36956012402343374,28960,0.4421459215917709,35698,0.4571486028771092,29123,0.4812842884755683,25142,0.43918788339424936,19703,0.4746811547456335,23651,0.4483498311295101,24130,0.47660889236522097,19939,0.46147480777104244,19292,0.48817199225375135,12666,0.47611608524734667,19559,0.3928786658176636,0.44964726223444007,0.46023608593490883,0.46151549293757177,0.4690418500681317,0.482144038750549
pULI1-N30_OP-UAS_BEE,51,51,49,33,21,27,30,12,23,23,12,26,pULI1,N30_OP,B,E,E,0.4804495734314414,471,0.2950573586222771,559,0.5113406450037264,640,0.504350769431096,626,0.5884378335405384,444,0.564096733734361,328,0.5247915066093636,379,0.37465166922907245,387,0.5134121596790058,398,0.5209094429193267,440,0.5483073927242784,371,0.5639500994029274,505,0.38775346602685923,0.5078457072174112,0.5762672836374496,0.449721587919218,0.5171608012991662,0.5561287460636029
pULI1-N30_OP-UAS_BEF,1728,2668,2935,1763,889,2243,1357,756,2122,1999,1849,2532,pULI1,N30_OP,B,E,F,0.42854959027846734,62201,0.3973344792097283,58139,0.45827698424787955,68765,0.4613378221877783,63819,0.4871963979601646,50907,0.4776237282462459,41103,0.4948893985383457,43390,0.4624425043888198,51479,0.501638509890661,42767,0.4835768832275738,42435,0.5136946365701168,25705,0.49608780776809197,38695,0.41294203474409785,0.4598074032178289,0.4824100631032052,0.4786659514635827,0.4926076965591174,0.5048912221691044
pULI1-N30_OP-UAS_BFA,878,1491,1323,1809,972,945,960,474,1239,723,598,524,pULI1,N30_OP,B,F,A,0.3884991000835013,32333,0.3443100794036079,30994,0.4370859456808412,30938,0.4409266870264163,29236,0.46745364992269367,24929,0.4603883350392683,19059,0.46398492293838856,22583,0.4578297373018436,23930,0.47554589378015,19616,0.44324229370439816,20317,0.4841751995379595,14114,0.44882592722834763,19398,0.3664045897435546,0.43900631635362874,0.46392099248098095,0.4609073301201161,0.4593940937422741,0.4665005633831536
pULI1-N30_OP-UAS_BFC,3574,3125,6279,5199,1677,2873,1982,1373,4099,3378,1610,3509,pULI1,N30_OP,B,F,C,0.6064937112913436,184288,0.537763650762469,191088,0.6682578281894236,225040,0.6769755390682303,232497,0.7157900530654621,148969,0.7090923790058798,122308,0.7135791932008988,128001,0.6323341267044864,137420,0.7340016506798744,105037,0.7129458436735857,113164,0.7347401434153654,79131,0.7173933127128994,121279,0.5721286810269063,0.672616683628827,0.712441216035671,0.6729566599526926,0.7234737471767301,0.7260667280641324
pULI1-N30_OP-UAS_BFD,1289,1452,2062,1432,1877,679,901,232,1328,1018,799,1101,pULI1,N30_OP,B,F,D,0.22242628890743765,35991,0.18902345761999437,29938,0.2968561738611434,35066,0.27598876770249037,43762,0.35339709417345283,25856,0.3438947485318085,21473,0.372167079420739,24582,0.3659260051621281,25587,0.40283080763836254,21390,0.3759105921003147,23219,0.41097358704723796,13544,0.395098774302871,19589,0.20572487326371602,0.2864224707818169,0.34864592135263067,0.3690465422914335,0.3893706998693386,0.4030361806750545
pULI1-N30_OP-UAS_BFE,104,96,109,395,25,47,39,12,193,167,106,131,pULI1,N30_OP,B,F,E,0.21643176510408066,3080,0.21467334160369222,3521,0.28864382246869547,3822,0.2320676451242806,5099,0.3275096781762913,3114,0.2740037672997357,2649,0.32114822075685845,2665,0.3336096018032102,3514,0.38562551394534744,2144,0.33655864008375436,3051,0.36654164935157924,1875,0.34456655923973095,2443,0.21555255335388646,0.260355733796488,0.30075672273801346,0.3273789112800343,0.3610920770145509,0.3555541042956551
pULI1-N30_OP-UAS_BFF,76,166,168,138,98,306,124,8,352,236,78,80,pULI1,N30_OP,B,F,F,0.21555421230059152,3781,0.1416946296641615,4202,0.30733344036452503,4614,0.2837018255101918,4744,0.38851994350691477,3177,0.32649309759161327,2734,0.37118199440195837,3348,0.35071196412098266,3362,0.4332678647982295,3090,0.38366065187082515,3279,0.4311711882813283,1674,0.39851009076260313,2074,0.17862442098237652,0.29551763293735844,0.357506520549264,0.3609469792614705,0.4084642583345273,0.4148406395219657
pULI1-N30_OP-UAS_CAC,4411,3776,5836,6606,4561,3834,2075,1393,5127,4202,2627,2587,pULI1,N30_OP,C,A,C,0.6081002435872027,163688,0.5398887880512334,173801,0.6637251454972887,180377,0.6624469035792734,190385,0.7016662518786289,118736,0.6986659714728335,101002,0.7136788397591105,102524,0.6718404797650338,108697,0.7188415569186247,83117,0.6681704691966157,93366,0.7187225882051059,67515,0.7060827703602316,102037,0.5739945158192181,0.663086024538281,0.7001661116757312,0.6927596597620722,0.6935060130576203,0.7124026792826688
pULI1-N30_OP-UAS_CAD,2467,2168,3295,3597,2144,2800,1357,869,2956,1723,1911,2033,pULI1,N30_OP,C,A,D,-0.06985564668578569,42758,-0.08863159508901676,39816,-0.04708204678047642,43056,-0.030814928801287222,42777,-0.0009090161662656266,34435,0.006846677821044671,28367,0.01964260352379136,34274,0.0006384058240869982,32236,0.02039443095017444,29243,0.010202517288810666,28287,0.05377038316631808,23481,0.02471419523844722,27244,-0.07924362088740122,-0.03894848779088182,0.0029688308273895223,0.010140504673939179,0.015298474119492554,0.03924228920238265
pULI1-N30_OP-UAS_CAE,129,175,182,64,177,73,109,6,82,19,31,99,pULI1,N30_OP,C,A,E,-0.08920607717404494,2171,-0.15020873492812992,2441,-0.07264027785528779,2957,-0.059308986342625304,3251,-0.07354804431794772,2005,-0.08355814392198198,1724,-0.07729504181137645,2130,-0.09625751207134807,2095,-0.05993196729222803,1497,-0.08236656935519673,1994,-0.061866537440232815,1789,-0.07585180037400871,1842,-0.11970740605108743,-0.06597463209895654,-0.07855309411996485,-0.08677627694136225,-0.07114926832371238,-0.06885916890712077
pULI1-N30_OP-UAS_CAF,2593,2998,4456,4500,1848,2979,2339,998,3626,3235,1988,2357,pULI1,N30_OP,C,A,F,0.15266688120778854,72457,0.14723591937314787,69534,0.18548127016616744,73453,0.16986303927007732,88579,0.21121089356717923,50913,0.21746664788179393,45483,0.23604016755517074,58566,0.22868821167287962,52861,0.2618996943847788,44265,0.24648967257840687,47677,0.28391865977244746,34961,0.26987354505374356,44627,0.14995140029046822,0.17767215471812237,0.2143387707244866,0.23236418961402516,0.2541946834815928,0.2768961024130955
pULI1-N30_OP-UAS_CBA,1125,1403,1762,2480,696,564,670,93,1207,1792,1151,766,pULI1,N30_OP,C,B,A,-0.18984094255214254,19452,-0.21689335141882604,17548,-0.1761916775345428,20812,-0.17732968623621698,19902,-0.1873299206713818,17282,-0.17592697758151846,15684,-0.1667986359444503,18241,-0.2154843746023164,16402,-0.14974497339220366,14874,-0.16854006779344524,15216,-0.1316310233915819,13436,-0.1571424094271067,15460,-0.2033671469854843,-0.17676068188537988,-0.18162844912645013,-0.19114150527338336,-0.15914252059282447,-0.1443867164093443
pULI1-N30_OP-UAS_CBC,6899,5229,10887,11109,4174,6434,3777,1612,7941,5110,4326,5806,pULI1,N30_OP,C,B,C,0.3820665587436923,97360,0.3201536941945925,83224,0.43977252349090173,110567,0.4326171665413936,103803,0.4849279541565015,92391,0.5011855782094552,79642,0.4885022811557612,89264,0.49045444884866807,95030,0.5079815948695098,78468,0.48305450182195203,79783,0.5108646988055955,58584,0.5233848296310976,89119,0.3511101264691424,0.4361948450161477,0.49305676618297833,0.48947836500221464,0.4955180483457309,0.5171247642183465
pULI1-N30_OP-UAS_CBD,4057,3499,6383,5148,2708,1698,2249,1229,4347,5390,2568,880,pULI1,N30_OP,C,B,D,-0.45051167071938897,52548,-0.4593712300484533,43778,-0.42473931368868234,51298,-0.4366321531050725,57488,-0.42291327147613983,47918,-0.4077434846264773,42059,-0.3881487057497285,45805,-0.39798963569194046,41133,-0.36403304939388115,39651,-0.3675499814076036,42156,-0.3127953278684718,41241,-0.36911329752278876,30982,-0.45494145038392114,-0.43068573339687743,-0.41532837805130857,-0.39306917072083447,-0.3657915154007424,-0.34095431269563026
pULI1-N30_OP-UAS_CBE,22,24,56,40,17,31,24,2,34,25,27,27,pULI1,N30_OP,C,B,E,-0.2564068678236283,463,-0.23585043141016487,482,-0.18387542475086385,487,-0.1862573332378561,560,-0.11484791915442022,457,-0.29824759267605483,368,-0.11731575567585883,471,-0.15574285655002,396,-0.11245268212473952,452,-0.10276455390550933,436,-0.13907755689549872,465,-0.09101496998766391,335,-0.2461286496168966,-0.18506637899435996,-0.20654775591523752,-0.1365293061129394,-0.10760861801512442,-0.11504626344158131
pULI1-N30_OP-UAS_CBF,2460,2517,4926,4150,2539,2410,1659,184,3041,2595,2220,2021,pULI1,N30_OP,C,B,F,-0.5086731620664848,55954,-0.4967350442775187,51381,-0.4960702706708124,58492,-0.47692306654059674,66153,-0.4695338672105354,51146,-0.4384979419970983,46096,-0.4516253521422788,48379,-0.43543134617351786,42193,-0.4062247905900984,40390,-0.40776993036781456,43076,-0.375088706771407,41709,-0.4123350827805779,31683,-0.5027041031720018,-0.48649666860570456,-0.45401590460381686,-0.4435283491578983,-0.4069973604789565,-0.39371189477599244
pULI1-N30_OP-UAS_CCA,536,667,702,678,612,225,409,9,554,719,354,600,pULI1,N30_OP,C,C,A,0.05953829195083124,9720,0.05228603470093618,9333,0.06923636354310914,10129,0.0800182860691276,11228,0.11091915268444122,7832,0.1159290590827433,6609,0.10579364313860991,8013,0.07912033884562,7709,0.13323171254883806,5618,0.13681065808990123,7029,0.1412381583011108,4462,0.1359879832550648,7386,0.05591216332588371,0.07462732480611836,0.11342410588359225,0.09245699099211496,0.13502118531936963,0.13861307077808782
pULI1-N30_OP-UAS_CCC,2896,3356,5594,4937,3437,3361,1782,1018,3383,3916,2128,2689,pULI1,N30_OP,C,C,C,0.4697381248307133,81524,0.42813619871993447,80251,0.5649313281401865,106505,0.5412631455720306,99125,0.622365846804041,72295,0.6282542568711912,64050,0.6178180087625416,68948,0.6084037052172521,71399,0.648933611098598,56094,0.623711195287203,60721,0.6669053270313964,45160,0.6479723266426634,68421,0.4489371617753239,0.5530972368561086,0.625310051837616,0.6131108569898969,0.6363224031929005,0.6574388268370299
pULI1-N30_OP-UAS_CCD,1612,1544,3116,2571,1999,2103,775,417,2524,2610,1330,1983,pULI1,N30_OP,C,C,D,-0.12609840094371014,28414,-0.14538904152287432,28856,-0.09310309206816347,31020,-0.0814580289354083,31868,-0.05227665230001347,25627,-0.025442495149763614,24041,-0.04891773282438367,28394,-0.020458313172816614,26461,-0.01547923566757394,19732,-0.03011800446284351,21695,0.004276817002693867,18331,-0.024018513381449523,20533,-0.13574372123329223,-0.08728056050178588,-0.038859573724888546,-0.034688022998600146,-0.022798620065208726,-0.009870848189377827
pULI1-N30_OP-UAS_CCE,312,326,232,345,95,502,170,62,409,48,268,186,pULI1,N30_OP,C,C,E,0.612540195317669,11329,0.5959445100841808,17801,0.7122093951465553,17347,0.6659653633809933,15581,0.6989388690252782,10585,0.703988959276138,8703,0.7001040290266743,8884,0.6944768265557908,8797,0.7476336921946787,7656,0.679531735840438,7321,0.7525775226710427,6766,0.7211289910260429,6753,0.6042423527009249,0.6890873792637744,0.7014639141507082,0.6972904277912326,0.7135827140175584,0.7368532568485429
pULI1-N30_OP-UAS_CCF,116,132,195,102,276,38,95,7,446,19,99,213,pULI1,N30_OP,C,C,F,-0.23602581038321957,2372,-0.24983680265394478,2922,-0.2568929769622033,3693,-0.21781253465880618,3077,-0.21496116372085144,2090,-0.16924213109517353,2567,-0.17682547612712982,2909,-0.18617960575986214,2407,-0.16432102290857842,2445,-0.18563692349887273,2684,-0.17949457707961539,2015,-0.15028779247816584,2019,-0.2429313065185822,-0.23735275581050475,-0.1921016474080125,-0.181502540943496,-0.17497897320372557,-0.16489118477889061
pULI1-N30_OP-UAS_CDA,166,89,274,156,212,118,179,4,299,61,107,159,pULI1,N30_OP,C,D,A,0.13857720653940622,3386,0.15217703227246096,2818,0.14740306903454486,3355,0.13607838399247918,4330,0.18627753433936933,2568,0.1923964035713748,1908,0.16425409412163866,2608,0.1487207497426056,2497,0.19702047887348983,1947,0.18804811310752023,1904,0.19986098527657867,1777,0.20540844255738766,2634,0.1453771194059336,0.14174072651351202,0.18933696895537205,0.15648742193212212,0.19253429599050503,0.20263471391698318
pULI1-N30_OP-UAS_CDC,4215,3256,5828,5071,2978,6335,2624,1729,6244,6916,3513,3426,pULI1,N30_OP,C,D,C,0.6351438144886221,185702,0.5534058794961731,185778,0.687769280459176,199679,0.6903518048339913,206966,0.7149671915239031,129481,0.7238021050317068,106844,0.718201428391173,112918,0.6778342728231033,119281,0.7232260078422015,88445,0.6905429084132568,102429,0.7337275284819521,77694,0.7207421200652107,106906,0.5942748469923976,0.6890605426465837,0.719384648277805,0.6980178506071382,0.7068844581277292,0.7272348242735813
pULI1-N30_OP-UAS_CDD,1057,1075,2154,2352,233,623,705,33,1442,613,290,235,pULI1,N30_OP,C,D,D,-0.04634439434881901,23249,-0.061692070903181496,19692,0.0035725760278310665,23431,0.011507972084734398,23888,0.03157931859443366,17515,0.06348001016042927,17868,0.03798709547211267,21696,0.04653943884547247,18576,0.07113176354457224,14826,0.041064886315596585,14957,0.07922638644003815,12295,0.06591829701465313,15638,-0.05401823262600025,0.007540274056282732,0.04752966437743146,0.04226326715879257,0.05609832493008441,0.07257234172734564
pULI1-N30_OP-UAS_CDE,4,10,21,11,9,13,12,5,8,6,2,3,pULI1,N30_OP,C,D,E,0.07149019648837532,226,0.19418911273491846,271,0.3429001910267248,321,-0.03171398826260477,262,0.354763115244412,196,0.23475872228065686,188,0.21477648757249257,190,0.19838333147614004,153,0.38560908605686034,162,0.3428706298355604,194,0.45483410782727485,164,0.4953817963795435,163,0.13283965461164687,0.15559310138206,0.2947609187625344,0.20657990952431632,0.3642398579462104,0.47510795210340917
pULI1-N30_OP-UAS_CDF,1193,1677,2317,2538,897,928,1076,2267,1892,2205,1269,1328,pULI1,N30_OP,C,D,F,-0.10656526452197981,28518,-0.11231089453523307,30848,-0.053250720198958115,35650,-0.06929016329482446,35574,-0.03431194600290813,25500,0.0003293917393682906,24907,-0.026423065428538634,32195,0.0017212663873571975,28659,0.021222005752286603,23860,-0.005378393590789111,23635,0.020295460542587997,21073,0.017209400706722985,22511,-0.10943807952860644,-0.06127044174689129,-0.01699127713176992,-0.012350899520590718,0.007921806080748746,0.01875243062465549
pULI1-N30_OP-UAS_CEA,462,476,683,271,274,921,201,260,298,2045,276,595,pULI1,N30_OP,C,E,A,0.1669542060266517,8198,0.12052772583804779,7039,0.19619896270983372,8483,0.20368892778172604,10487,0.26516353774774415,7289,0.23128309056328308,5260,0.24544178611104134,7351,0.2518454999150693,6343,0.27546502704987746,4883,0.24986056818944402,5227,0.2751248870084068,4096,0.2837093831374704,4480,0.14374096593234975,0.19994394524577988,0.24822331415551363,0.24864364301305533,0.2626627976196607,0.27941713507293864
pULI1-N30_OP-UAS_CEC,2280,2534,3800,5923,2698,2669,1638,1968,4473,3416,1628,2994,pULI1,N30_OP,C,E,C,0.6287211100009112,139476,0.5333948595354183,137924,0.6639793757553775,167454,0.6618018424665112,149626,0.7021020593270488,97134,0.6986417089309963,84367,0.7171837589387162,87177,0.6478225895649995,86556,0.7114699363080905,70201,0.6944964030739281,70633,0.7162472919588541,59117,0.7111497168877785,74248,0.5810579847681647,0.6628906091109443,0.7003718841290225,0.6825031742518579,0.7029831696910094,0.7136985044233163
pULI1-N30_OP-UAS_CED,832,684,1378,917,1436,506,440,327,1416,624,294,1231,pULI1,N30_OP,C,E,D,0.11399762573420176,17408,0.06487520033709668,15175,0.13957618895613633,17066,0.1130771788252253,18572,0.1609529675219857,11693,0.15721958339219935,11279,0.1653107895477155,15231,0.16136603509348252,12446,0.1804613280475778,11488,0.17040537069027836,9421,0.17711858370253045,9747,0.15541173504597144,10763,0.08943641303564923,0.1263266838906808,0.15908627545709253,0.163338412320599,0.17543334936892807,0.16626515937425096
pULI1-N30_OP-UAS_CEF,378,397,565,467,160,467,238,87,261,130,319,232,pULI1,N30_OP,C,E,F,0.08866703246493125,7390,0.07533988294761135,7170,0.13304610131508648,10075,0.11995307541404925,8213,0.15278141559872155,7047,0.14036233072860557,6246,0.12674908373711335,7344,0.16105763917763538,6256,0.16397234456042356,6060,0.1361041708746742,4797,0.1808357975816308,5164,0.15298317863503905,5699,0.0820034577062713,0.12649958836456787,0.14657187316366355,0.14390336145737437,0.15003825771754886,0.16690948810833492
pULI1-N30_OP-UAS_CFA,21,26,37,23,15,23,10,1,4,10,9,5,pULI1,N30_OP,C,F,A,0.0010276487314430198,204,0.0019761877133121913,232,-0.07561741926737427,210,0.05139025359076291,178,0.12750560266485977,139,0.07445545711391408,153,0.11730670073285582,171,0.21354513390136093,150,0.10380139917491586,155,0.20964770514153191,166,0.08310766003561533,103,0.2891835932501119,183,0.0015019182223776056,-0.01211358283830568,0.10098052988938692,0.16542591731710837,0.1567245521582239,0.1861456266428636
pULI1-N30_OP-UAS_CFC,1932,2157,3099,3118,2653,3065,1502,194,2716,2651,1374,1975,pULI1,N30_OP,C,F,C,0.4101863873693009,42162,0.3690225049317598,41263,0.4836539700400664,55226,0.47502527598253735,53145,0.5515089123831911,46963,0.5448303268563384,41467,0.5467189959336778,40962,0.5156143045697857,45186,0.5698225598401783,37832,0.5460459396798772,40109,0.5757341985726498,27208,0.5626441026172188,41216,0.38960444615053036,0.47933962301130184,0.5481696196197647,0.5311666502517318,0.5579342497600277,0.5691891505949342
pULI1-N30_OP-UAS_CFD,439,544,702,863,617,291,249,9,730,269,263,327,pULI1,N30_OP,C,F,D,-0.1290944510573418,9116,-0.16085807363053678,7243,-0.11297865611186822,10477,-0.10729453519618688,7797,-0.07729801331304675,7401,-0.0772376960301715,7068,-0.07710927766783143,7254,-0.06703445549192777,7032,-0.026927773698172647,6936,-0.06566826942202861,6186,-0.02728428559912792,6263,-0.09605142409231109,6894,-0.1449762623439393,-0.11013659565402756,-0.07726785467160913,-0.0720718665798796,-0.04629802156010063,-0.0616678548457195
